Outdoor cooking apparatus ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=10314430
Outdoor cooking apparatus ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=10004356
Portable cooking grill ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=9877611
Drain pipe pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D802399
Hanging vessel ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=5&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=9271587
Rail top plant hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D743777
Lifting or locking system and method ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=7&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=8596615
Plant watering system ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=8&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=8408229
Adjustable plant hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=9&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=7726072
Plant container with hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=10&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=7013601
 Multifunctional container system ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=6964129
 Bracket for attaching a hanging rod to a post at variable heights ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=12&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=6547197
 Pot hanger assembly ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=13&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D464871
 Rotating display device ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=14&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=6230440
 Flower pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=15&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D434642
 Plant tag ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=16&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=6145233
 Plant pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=17&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D431127
 Single hanging planter ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=18&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D425326
" Flame resistant, non-conductive hanger ","http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=19&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5871193
 Decorative clay pot hangers ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5779210
 Self on center leveling pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=21&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5586413
 Pot hanger and holder ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=22&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5575447
 Ornamental tree flower pot displays ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=23&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5487476
 Garden cart ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=24&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5484160
 Flower pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=25&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D349041
 Plant pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=26&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5329728
 Burn pot for particulate combustors ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=27&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5297493
 Seven way combination tool ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=28&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5251352
 Cemetery plant pot ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=29&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5199213
 Plant rejuvenator system ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=30&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=5152099
 Plant irrigation system ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=31&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4961285
 Pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=32&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4877210
" Process for implantation of aquatic artificial substrates, structures      for the implantation, and device for operating the process ","http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=33&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4854774
 Three-piece plant pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=34&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4841671
 Plant hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=35&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4779377
 Multi-tier multi-unit pot hanger assembly ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=36&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4603507
 Technique for aiding in inserting a plant pot into and removing it from      a plant hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=37&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4466217
 Pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=38&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4440371
 Kinetic fireplace and spit roaster ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=39&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4438684
 Lighted plant stand ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=40&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4349864
 Plant hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=41&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4262873
 Pot hangers ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=42&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4235407
 Hanging flower pot ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=43&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4170089
 Pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=44&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4147320
 Pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=45&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4084779
 Method of fabricating a pot hanger ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=46&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=4084624
 Foldable solar cooker ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=47&f=G&l=50&co1=AND&d=PTXT&s1=%22pot+hanger%22&OS=""pot+hanger""&RS=""pot+hanger""",https://pdfpiw.uspto.gov/.piw?Docid=D245884
